Date,Nom,Delivery,1801105_Usage,59004210_Usage,Total_Usage,Bank_Bal
5/19/15,4554,4423.3002,5269.3,0,5269.3,11405.79258
5/20/15,4554,4423.3002,5278.6,0,5278.6,10550.49278
5/21/15,4554,4423.3002,4259.6,0,4259.6,10714.19298
5/22/15,4554,4423.3002,4580.3,0,4580.3,10557.19318
5/23/15,4554,4423.3002,3741.6,0,3741.6,11238.89338
5/24/15,4554,4423.3002,3658.3,0,3658.3,12003.89358
5/25/15,4554,4423.3002,3678.5,0,3678.5,12748.69378
5/26/15,4554,4423.3002,3668,0,3668,13503.99398
5/27/15,4554,4423.3002,3616.3,0,3616.3,14310.99418
5/28/15,4554,4423.3002,3590.9,0,3590.9,15143.39438
5/29/15,4554,4423.3002,3534.7,0,3534.7,16031.99458
5/30/15,4554,4423.3002,4458.6,0,4458.6,15996.69478
5/31/15,4555,4424.2715,4659.6,0,4659.6,15761.36628
4/1/15,5016,4872.0408,4642.7,0,4642.7,9143.4946
4/2/15,5016,4872.0408,4668.9,0,4668.9,9346.6354
4/3/15,5016,4872.0408,6451.8,0,6451.8,7766.8762
4/4/15,5016,4872.0408,5402.8,0,5402.8,7236.117
4/5/15,5016,4872.0408,5046.4,0,5046.4,7061.7578
4/6/15,5016,4872.0408,5657.2,0,5657.2,6276.5986
4/7/15,5016,4872.0408,5755.3,48.4,5803.7,5344.9394
4/8/15,5016,4872.0408,4981.1,418.2,5399.3,4817.6802
4/9/15,5016,4872.0408,4734.7,0,4734.7,4955.021
4/10/15,5016,4872.0408,5370.4,0,5370.4,4456.6618
4/11/15,6126,5950.1838,4957.1,0,4957.1,5449.7456
4/12/15,6126,5950.1838,4664.9,0,4664.9,6735.0294
4/13/15,6126,5950.1838,4684.1,0,4684.1,8001.1132
4/14/15,5216,5066.3008,5083.3,0,5083.3,7984.114
4/15/15,5216,5066.3008,5064.6,0,5064.6,7985.8148
4/16/15,5341,5187.7133,4699.9,0,4699.9,8473.6281
4/17/15,5341,5187.7133,4005.6,0,4005.6,9655.7414
4/18/15,5341,5187.7133,4873.2,0,4873.2,9970.2547
4/19/15,5341,5187.7133,4640.6,0,4640.6,10517.368
4/20/15,5341,5187.7133,5658.6,0,5658.6,10046.4813
4/21/15,5341,5187.7133,5833.3,0,5833.3,9400.8946
4/22/15,5341,5187.7133,6238,0,6238,8350.6079
4/23/15,5341,5187.7133,2830.3,0,2830.3,10708.0212
4/24/15,5341,5187.7133,5353.7,0,5353.7,10542.0345
4/25/15,6126,5950.1838,5737.7,0,5737.7,10754.5183
4/26/15,6126,5950.1838,5535.5,0,5535.5,11169.2021
4/27/15,6126,5950.1838,5526.5,0,5526.5,11592.8859
4/28/15,5666,5503.3858,5323.5,0,5323.5,11772.7717
4/29/15,5666,5503.3858,5077.5,0,5077.5,12198.6575
4/30/15,5686,5522.8118,5354.7,0,5354.7,12366.7693
5/1/15,159.6,155.01948,3000.4,0,3000.4,9521.38878
3/1/15,6705,6512.5665,4875.5,4363,9238.5,11861.0148
3/2/15,6705,6512.5665,4094.4,4402.1,8496.5,9877.0813
3/3/15,6705,6512.5665,3945.1,4337.2,8282.3,8107.3478
3/4/15,7580,7362.454,4132.5,5796.4,9928.9,5540.9018
3/5/15,7580,7362.454,4413.9,5783,10196.9,2706.4558
3/6/15,7580,7362.454,4978.3,4110.9,9089.2,979.7098
3/7/15,7580,7362.454,3479.5,3344.3,6823.8,1518.3638
3/8/15,7580,7362.454,3354.8,3589.2,6944,1936.8178
3/9/15,7580,7362.454,2252.9,3663.2,5916.1,3383.1718
3/10/15,7580,7362.454,2135.4,3465.7,5601.1,5144.5258
3/11/15,7580,7362.454,2853.9,3601.5,6455.4,6051.5798
3/12/15,7580,7362.454,2735.7,3097.3,5833,7581.0338
3/13/15,7580,7362.454,2295,2655.8,4950.8,9992.6878
3/14/15,7580,7362.454,2343,3655,5998,11357.1418
3/15/15,7580,7362.454,2252.5,2591,4843.5,13876.0958
3/16/15,7580,7362.454,2488.7,2823.6,5312.3,15926.2498
3/17/15,7580,7362.454,3086.6,4223,7309.6,15979.1038
3/18/15,8320,8081.216,2844.5,3768.2,6612.7,17447.6198
3/19/15,5820,5652.966,2369.6,4000.8,6370.4,16730.1858
3/20/15,5820,5652.966,2668.4,3128.2,5796.6,16586.5518
3/21/15,8320,8081.216,3010.8,3693.1,6703.9,17963.8678
3/22/15,8320,8081.216,6548.1,1157.6,7705.7,18339.3838
3/23/15,8320,8081.216,7987.6,54.5,8042.1,18378.4998
3/24/15,5820,5652.966,6996.3,16.5,7012.8,17018.6658
3/25/15,5820,5652.966,6638.2,1,6639.2,16032.4318
3/26/15,5820,5652.966,7316.8,0,7316.8,14368.5978
3/27/15,5820,5652.966,8237.6,0,8237.6,11783.9638
3/28/15,5820,5652.966,7776.4,0,7776.4,9660.5298
3/29/15,5820,5652.966,6525,0,6525,8788.4958
3/30/15,5820,5652.966,5479.7,0,5479.7,8961.7618
3/31/15,5840,5672.392,5720,0,5720,8914.1538
2/1/15,8378,8137.5514,4740.9,4495.4,9236.3,45624.0307
2/2/15,8378,8137.5514,5217.1,5060.8,10277.9,43483.6821
2/3/15,8378,8137.5514,3861.3,5009.4,8870.7,42750.5335
2/4/15,8378,8137.5514,5031.5,5235.6,10267.1,40620.9849
2/5/15,8378,8137.5514,5097.6,5156.4,10254,38504.5363
2/6/15,8378,8137.5514,4031.9,4448.2,8480.1,38161.9877
2/7/15,8378,8137.5514,2753.9,4018.5,6772.4,39527.1391
2/8/15,8378,8137.5514,3198.4,4891.2,8089.6,39575.0905
2/9/15,8378,8137.5514,3972,4603.4,8575.4,39137.2419
2/10/15,8378,8137.5514,4096.4,4077,8173.4,39101.3933
2/11/15,8378,8137.5514,4705.4,4086.3,8791.7,38447.2447
2/12/15,8378,8137.5514,5040.6,4819.3,9859.9,36724.8961
2/13/15,8378,8137.5514,4664,4529.4,9193.4,35669.0475
2/14/15,8378,8137.5514,5027,6120.7,11147.7,32658.8989
2/15/15,8378,8137.5514,5213.1,5613.9,10827,29969.4503
2/16/15,8378,8137.5514,4589,5774.3,10363.3,27743.7017
2/17/15,8378,8137.5514,4873.5,5500.8,10374.3,25506.9531
2/18/15,8378,8137.5514,5726.4,6051.8,11778.2,21866.3045
2/19/15,8378,8137.5514,5738.7,6199.9,11938.6,18065.2559
2/20/15,8928,8671.7664,4666.7,5598.5,10265.2,16471.8223
2/21/15,8928,8671.7664,4088.4,4788.4,8876.8,16266.7887
2/22/15,8928,8671.7664,4813.6,5771.2,10584.8,14353.7551
2/23/15,8928,8671.7664,5062.1,5952.1,11014.2,12011.3215
2/24/15,8928,8671.7664,4276.2,5105,9381.2,11301.8879
2/25/15,12853,12484.1189,4230.8,5181.1,9411.9,14374.1068
2/26/15,12603,12241.2939,4876.2,5528.6,10404.8,16210.6007
2/27/15,9418,9147.7034,4878.3,5684.8,10563.1,14795.2041
2/28/15,9434,9163.2442,4590.3,4781.2,9371.5,14586.9483
1/1/15,9060,8799.978,4044.1,4759.6,8803.7,75501.2001
1/2/15,9060,8799.978,3858.2,4222,8080.2,76220.9781
1/3/15,9060,8799.978,3918.5,3535.6,7454.1,77566.8561
1/4/15,9060,8799.978,4945.6,5608.1,10553.7,75813.1341
1/5/15,9060,8799.978,5487.4,5998.5,11485.9,73127.2121
1/6/15,8960,8702.848,5188.9,5998.5,11187.4,70642.6601
1/7/15,8960,8702.848,6025.9,6442.3,12468.2,66877.3081
1/8/15,8960,8702.848,5751.7,5954.9,11706.6,63873.5561
1/9/15,8960,8702.848,5721.4,6286.3,12007.7,60568.7041
1/10/15,3960,3846.348,4842.1,5294.2,10136.3,54278.7521
1/11/15,8960,8702.848,4047.6,4720.6,8768.2,54213.4001
1/12/15,8960,8702.848,4510.9,5214.1,9725,53191.2481
1/13/15,8960,8702.848,4625,5588.6,10213.6,51680.4961
1/14/15,13244,12863.8972,4496.5,5382.4,9878.9,54665.4933
1/15/15,7380,7168.194,4296.4,4301,8597.4,53236.2873
1/16/15,7380,7168.194,3810.9,4271.2,8082.1,52322.3813
1/17/15,7280,7071.064,2926.9,4208.7,7135.6,52257.8453
1/18/15,7280,7071.064,3365.8,4094.8,7460.6,51868.3093
1/19/15,7280,7071.064,3412.1,3987,7399.1,51540.2733
1/20/15,7280,7071.064,3418.5,4088.6,7507.1,51104.2373
1/21/15,6730,6536.849,3299.6,4677.5,7977.1,49663.9863
1/22/15,6730,6536.849,3506.8,4561.6,8068.4,48132.4353
1/23/15,7930,7702.409,3648.5,4363.6,8012.1,47822.7443
1/24/15,8040,7809.252,3060.8,4080.4,7141.2,48490.7963
1/25/15,8040,7809.252,4222.9,4507.2,8730.1,47569.9483
1/26/15,8040,7809.252,4252.2,4286.6,8538.8,46840.4003
1/27/15,7840,7614.992,4189.2,4396.4,8585.6,45869.7923
1/28/15,7840,7614.992,3932.8,3834.2,7767,45717.7843
1/29/15,7840,7614.992,4013.9,4187.1,8201,45131.7763
1/30/15,9160,8897.108,4368.2,4254.8,8623,45405.8843
1/31/15,9150,8887.395,3551.7,4018.8,7570.5,46722.7793
12/1/14,8206,7970.4878,4539.5,4336.8,8876.3,89289.7499
12/2/14,8206,7970.4878,5154.7,2918.2,8072.9,89187.3377
12/3/14,8206,7970.4878,4102.4,3082.5,7184.9,89972.9255
12/4/14,8206,7970.4878,4102.4,3082.6,7185,90758.4133
12/5/14,5392,5237.2496,4102.1,3082.5,7184.6,88811.0629
12/6/14,7702,7480.9526,4887.8,2463.1,7350.9,88941.1155
12/7/14,7702,7480.9526,4920.6,2633.2,7553.8,88868.2681
12/8/14,7702,7480.9526,4857.8,2209.9,7067.7,89281.5207
12/9/14,7614,7395.4782,3969.9,3430.7,7400.6,89276.3989
12/10/14,7172,6966.1636,4051.5,3771,7822.5,88420.0625
12/11/14,6972,6771.9036,4172,3944.2,8116.2,87075.7661
12/12/14,6972,6771.9036,4001.8,3109.9,7111.7,86735.9697
12/13/14,6872,6674.7736,3330.7,2399.5,5730.2,87680.5433
12/14/14,6872,6674.7736,2629.4,2822.9,5452.3,88903.0169
12/15/14,6872,6674.7736,2530.1,3316.9,5847,89730.7905
12/16/14,6472,6286.2536,3579.8,3601.9,7181.7,88835.3441
12/17/14,8206,7970.4878,4854.3,3490.1,8344.4,88461.4319
12/18/14,8206,7970.4878,4770.8,3386.6,8157.4,88274.5197
12/19/14,6484,6297.9092,4319.1,3367.1,7686.2,86886.2289
12/20/14,6484,6297.9092,4058.2,3369.2,7427.4,85756.7381
12/21/14,6484,6297.9092,3984.9,3338.4,7323.3,84731.3473
12/22/14,6484,6297.9092,3166.9,3146.8,6313.7,84715.5565
12/23/14,6484,6297.9092,2784.6,3273.9,6058.5,84954.9657
12/24/14,6472,6286.2536,2888.5,3940.1,6828.6,84412.6193
12/25/14,6472,6286.2536,2509.3,4121.5,6630.8,84068.0729
12/26/14,6472,6286.2536,2533.6,3084.2,5617.8,84736.5265
12/27/14,6472,6286.2536,3526.2,3765.9,7292.1,83730.6801
12/28/14,6472,6286.2536,4513.9,3357.9,7871.8,82145.1337
12/29/14,6472,6286.2536,5099,3573.2,8672.2,79759.1873
12/30/14,8206,7970.4878,5750.3,4403.4,10153.7,77575.9751
12/31/14,8190,7954.947,4530.5,5495.5,10026,75504.9221
11/1/14,6299,6118.2187,0,6433.792,6433.792,72187.5946
11/2/14,6299,6118.2187,0,5330.944,5330.944,72974.8693
11/3/14,6299,6118.2187,565.76,3973.12,4538.88,74554.208
11/4/14,6299,6118.2187,0,5219.328,5219.328,75453.0987
11/5/14,6299,6118.2187,0,4587.52,4587.52,76983.7974
11/6/14,6299,6118.2187,279.142,5935.104,6214.246,76887.7701
11/7/14,6299,6118.2187,0,5777.408,5777.408,77228.5808
11/8/14,12394,12038.2922,0,5968.896,5968.896,83297.977
11/9/14,12394,12038.2922,109.875,5187.584,5297.459,90038.8102
11/10/14,12394,12038.2922,1878.322,2711.552,4589.874,97487.2284
11/11/14,6394,6210.4922,2707.149,4326.4,7033.549,96664.1716
11/12/14,6394,6210.4922,2828.084,4033.536,6861.62,96013.0438
11/13/14,6394,6210.4922,4287.59,3770.3683,8057.9583,94165.5777
11/14/14,6394,6210.4922,4219.802,4090.88,8310.682,92065.3879
11/15/14,6349,6166.7837,2593.996,5410.816,8004.812,90227.3596
11/16/14,6349,6166.7837,2605.875,5679.104,8284.979,88109.1643
11/17/14,6349,6166.7837,3315.917,5859.328,9175.245,85100.703
11/18/14,8849,8595.0337,3286.528,5587.968,8874.496,84821.2407
11/19/14,8849,8595.0337,3690.394,5076.992,8767.386,84648.8884
11/20/14,8849,8595.0337,3215.156,5381.12,8596.276,84647.6461
11/21/14,8849,8595.0337,3213.107,4184.064,7397.171,85845.5088
11/22/14,8849,8595.0337,3083.264,2516.992,5600.256,88840.2865
11/23/14,8849,8595.0337,2910.311,2437.12,5347.431,92087.8892
11/24/14,8849,8595.0337,5175.706,2991.104,8166.81,92516.1129
11/25/14,8849,8595.0337,5069.107,3409.92,8479.027,92632.1196
11/26/14,7249,7040.9537,5104.129,3097.6,8201.729,91471.3443
11/27/14,7249,7040.9537,4436.275,4299.776,8736.051,89776.247
11/28/14,7249,7040.9537,4520.755,3196.928,7717.683,89099.5177
11/29/14,7249,7040.9537,2654.617,2846.72,5501.337,90639.1344
11/30/14,7229,7021.5277,2941.1,4524,7465.1,90195.5621
10/1/14,5249,5098.3537,433.05,3086.336,3519.386,59941.2597
10/2/14,4968,4825.4184,676.659,3020.8,3697.459,61069.2191
10/3/14,4968,4825.4184,0,4549.632,4549.632,61345.0055
10/4/14,4968,4825.4184,0,5146.624,5146.624,61023.7999
10/5/14,4968,4825.4184,0,4404.224,4404.224,61444.9943
10/6/14,4968,4825.4184,0,4321.28,4321.28,61949.1327
10/7/14,4968,4825.4184,0,4249.6,4249.6,62524.9511
10/8/14,4968,4825.4184,47.821,4195.328,4243.149,63107.2205
10/9/14,4968,4825.4184,8.909,4336.64,4345.549,63587.0899
10/10/14,4968,4825.4184,0,4301.824,4301.824,64110.6843
10/11/14,4968,4825.4184,15.36,4283.392,4298.752,64637.3507
10/12/14,4968,4825.4184,11.264,3786.752,3798.016,65664.7531
10/13/14,4968,4825.4184,396.492,3383.296,3779.788,66710.3835
10/14/14,4968,4825.4184,386.253,3524.608,3910.861,67624.9409
10/15/14,4968,4825.4184,28.877,4059.136,4088.013,68362.3463
10/16/14,4968,4825.4184,592.487,3650.56,4243.047,68944.7177
10/17/14,4968,4825.4184,0,4192.256,4192.256,69577.8801
10/18/14,4968,4825.4184,0,5078.016,5078.016,69325.2825
10/19/14,4968,4825.4184,0,4439.04,4439.04,69711.6609
10/20/14,4968,4825.4184,448.819,3913.728,4362.547,70174.5323
10/21/14,4968,4825.4184,695.809,4220.928,4916.737,70083.2137
10/22/14,4968,4825.4184,494.9,4544.512,5039.412,69869.2201
10/23/14,4968,4825.4184,14.131,4189.184,4203.315,70491.3235
10/24/14,4968,4825.4184,7.988,3806.208,3814.196,71502.5459
10/25/14,5018,4873.9834,0,4075.52,4075.52,72301.0093
10/26/14,5018,4873.9834,0,4043.776,4043.776,73131.2167
10/27/14,5018,4873.9834,163.02,3639.296,3802.316,74202.8841
10/28/14,5018,4873.9834,653.619,4074.496,4728.115,74348.7525
10/29/14,5018,4873.9834,0,4878.336,4878.336,74344.3999
10/30/14,5018,4873.9834,0,5073.92,5073.92,74144.4633
10/31/14,5002,4858.4426,45.466,6454.272,6499.738,72503.1679
9/1/14,4206,4084.026,0,3086.391,3086.391,39237.293
9/2/14,4206,4084.026,26.803,3086.391,3113.194,40208.125
9/3/14,4206,4084.026,39.284,3026.034,3065.318,41226.833
9/4/14,4206,4084.026,0,3131.403,3131.403,42179.456
9/5/14,4206,4084.026,0,3192.783,3192.783,43070.699
9/6/14,4206,4084.026,0,3188.691,3188.691,43966.034
9/7/14,4206,4084.026,5.115,3175.392,3180.507,44869.553
9/8/14,4206,4084.026,22.199,3181.53,3203.729,45749.85
9/9/14,4206,4084.026,302.296,3019.896,3322.192,46511.684
9/10/14,4206,4084.026,311.094,3185.622,3496.716,47098.994
9/11/14,4206,4084.026,0,3703.26,3703.26,47479.76
9/12/14,4206,4084.026,17.8,3988.677,4006.477,47557.309
9/13/14,4206,4084.026,0,3700.191,3700.191,47941.144
9/14/14,4206,4084.026,0.716,3445.464,3446.18,48578.99
9/15/14,4206,4084.026,455.951,3369.762,3825.713,48837.303
9/16/14,4206,4084.026,0.205,3486.384,3486.589,49434.74
9/17/14,4206,4084.026,0,3547.764,3547.764,49971.002
9/18/14,4206,4084.026,0,3571.293,3571.293,50483.735
9/19/14,4206,4084.026,0,3371.808,3371.808,51195.953
9/20/14,4206,4084.026,0,3356.463,3356.463,51923.516
9/21/14,4206,4084.026,0,3575.385,3575.385,52432.157
9/22/14,4206,4084.026,0,3601.983,3601.983,52914.2
9/23/14,4206,4084.026,0,3389.199,3389.199,53609.027
9/24/14,4206,4084.026,0,3372.831,3372.831,54320.222
9/25/14,4206,4084.026,1.024,3390.222,3391.246,55013.002
9/26/14,4206,4084.026,0,3303.267,3303.267,55793.761
9/27/14,4206,4084.026,0,3295.083,3295.083,56582.704
9/28/14,4206,4084.026,0,3340.1,3340.1,57326.63
9/29/14,4206,4084.026,0.5,3483.3,3483.8,57926.856
9/30/14,4216,4093.736,83.9,3574.4,3658.3,58362.292
8/1/14,4012,3895.652,0,3195.852,3195.852,17207.72
8/2/14,4017,3900.507,0,3118.104,3118.104,17990.123
8/3/14,4017,3900.507,0,3236.772,3236.772,18653.858
8/4/14,4017,3900.507,0,3298.152,3298.152,19256.213
8/5/14,4017,3900.507,0,3369.762,3369.762,19786.958
8/6/14,4017,3900.507,0,3302.244,3302.244,20385.221
8/7/14,4017,3900.507,7.469,3234.726,3242.195,21043.533
8/8/14,4017,3900.507,12.89,3208.128,3221.018,21723.022
8/9/14,4017,3900.507,0,3249.048,3249.048,22374.481
8/10/14,4017,3900.507,0,3314.52,3314.52,22960.468
8/11/14,4017,3900.507,0,3299.175,3299.175,23561.8
8/12/14,4017,3900.507,0,3334.98,3334.98,24127.327
8/13/14,4017,3900.507,0,3231.657,3231.657,24796.177
8/14/14,4017,3900.507,0,3266.439,3266.439,25430.245
8/15/14,4017,3900.507,0,3150.84,3150.84,26179.912
8/16/14,4017,3900.507,0,3230.634,3230.634,26849.785
8/17/14,4017,3900.507,0,3318.612,3318.612,27431.68
8/18/14,4017,3900.507,0,3305.313,3305.313,28026.874
8/19/14,4017,3900.507,0,3293.037,3293.037,28634.344
8/20/14,4017,3900.507,0,3076.161,3076.161,29458.69
8/21/14,4017,3900.507,0,3167.208,3167.208,30191.989
8/22/14,4017,3900.507,0,3076.161,3076.161,31016.335
8/23/14,4017,3900.507,0,3048.54,3048.54,31868.302
8/24/14,4017,3900.507,0.205,3046.494,3046.699,32722.11
8/25/14,4017,3900.507,19.232,3119.127,3138.359,33484.258
8/26/14,4017,3900.507,16.061,3146.748,3162.809,34221.956
8/27/14,4017,3900.507,0,3139.587,3139.587,34982.876
8/28/14,4017,3900.507,15.55,3141.633,3157.183,35726.2
8/29/14,4017,3900.507,314.164,2862.354,3176.518,36450.189
8/30/14,4017,3900.507,0,3059.793,3059.793,37290.903
8/31/14,4005,3888.855,0,2940.1,2940.1,38239.658
7/1/14,3367,3269.357,0,3153.909,3153.909,10514.448
7/2/14,3367,3269.357,0,3377.946,3377.946,10405.859
7/3/14,3367,3269.357,0,3433.188,3433.188,10242.028
7/4/14,3367,3269.357,0,3264.393,3264.393,10246.992
7/5/14,3367,3269.357,0,3069,3069,10447.349
7/6/14,3367,3269.357,0,3166.185,3166.185,10550.521
7/7/14,3367,3269.357,0,3233.703,3233.703,10586.175
7/8/14,3367,3269.357,0,3307.359,3307.359,10548.173
7/9/14,3367,3269.357,0,3323.727,3323.727,10493.803
7/10/14,3367,3269.357,0,3311.451,3311.451,10451.709
7/11/14,3367,3269.357,0,3165.162,3165.162,10555.904
7/12/14,3367,3269.357,0,3349.302,3349.302,10475.959
7/13/14,3367,3269.357,0,3237.795,3237.795,10507.521
7/14/14,3367,3269.357,0,3361.578,3361.578,10415.3
7/15/14,3367,3269.357,0,3466.947,3466.947,10217.71
7/16/14,3367,3269.357,0,3383.061,3383.061,10104.006
7/17/14,3362,3264.502,0,3276.669,3276.669,10091.839
7/18/14,3362,3264.502,0,3275.646,3275.646,10080.695
7/19/14,3362,3264.502,0,3213.243,3213.243,10131.954
7/20/14,3362,3264.502,0,3269.508,3269.508,10126.948
7/21/14,3362,3264.502,0,3189.714,3189.714,10201.736
7/22/14,3362,3264.502,0,3116.058,3116.058,10350.18
7/23/14,4172,4051.012,0,3265.416,3265.416,11135.776
7/24/14,4172,4051.012,0,3223.473,3223.473,11963.315
7/25/14,3122,3031.462,0,3197.898,3197.898,11796.879
7/26/14,4172,4051.012,0,3239.841,3239.841,12608.05
7/27/14,4172,4051.012,0,3177.438,3177.438,13481.624
7/28/14,4172,4051.012,0,3321.7,3321.7,14210.936
7/29/14,4172,4051.012,0,3281.8,3281.8,14980.148
7/30/14,4172,4051.012,0,3267.5,3267.5,15763.66
7/31/14,4160,4039.36,0,3295.1,3295.1,16507.92
6/1/14,2580,2505.18,3289.661,0,3289.661,18949.418
6/2/14,2580,2505.18,3497.33,0,3497.33,17957.268
6/3/14,2580,2505.18,3372.422,12.276,3384.698,17077.75
6/4/14,2580,2505.18,3569.963,0,3569.963,16012.967
6/5/14,2580,2505.18,3525.769,0,3525.769,14992.378
6/6/14,2580,2505.18,3349.404,0,3349.404,14148.154
6/7/14,2580,2505.18,3350.53,0,3350.53,13302.804
6/8/14,2580,2505.18,3527.918,0,3527.918,12280.066
6/9/14,2580,2505.18,3557.482,40.92,3598.402,11186.844
6/10/14,2580,2505.18,3749.806,617.892,4367.698,9324.326
6/11/14,2580,2505.18,3581.83,29.667,3611.497,8218.009
6/12/14,2580,2505.18,3488.635,27.621,3516.256,7206.933
6/13/14,2580,2505.18,3488.532,10.23,3498.762,6213.351
6/14/14,2580,2505.18,3308.177,53.196,3361.373,5357.158
6/15/14,2580,2505.18,3426.539,0,3426.539,4435.799
6/16/14,2580,2505.18,3423.265,108.438,3531.703,3409.276
6/17/14,2580,2505.18,2510.34,870.573,3380.913,2533.543
6/18/14,2580,2505.18,3337.742,320.199,3657.941,1380.782
6/19/14,2580,2505.18,2949.513,521.73,3471.243,414.719
6/20/14,2580,2505.18,3409.046,23.529,3432.575,0
6/21/14,2580,2505.18,3340.914,167.772,3508.686,0
6/22/14,2580,2505.18,3257.13,497.178,3754.308,0
6/23/14,2580,2505.18,29.769,3461.832,3491.601,0
6/24/14,4384,4256.864,0,3332.934,3332.934,923.93
6/25/14,4384,4256.864,0,3387.153,3387.153,1793.641
6/26/14,4384,4256.864,0,3363.624,3363.624,2686.881
6/27/14,4384,4256.864,0,3318.612,3318.612,3625.133
6/28/14,4384,4256.864,0,3184.599,3184.599,4697.398
6/29/14,4384,4256.864,0,3231.657,3231.657,5722.605
6/30/14,4384,4256.864,0,3331.911,3331.911,10399.258
